category_alias,category_title,id
asianfusion,Asian Fusion,caDP1P0M1ZpzHu-ZmvZrmQ
wine_bars,Wine Bars,fLCDWAxE93c-RNbSE9VxuQ
italian,Italian,7x9uyVWKkba8SrlbLXj4fg
bistros,Bistros,Yhv2RTggtsKmd5otco_XTw
icecream,Ice Cream & Frozen Yogurt,BBu9k7jIvfL9T5AvQCQhXA
coffee,Coffee & Tea,BBu9k7jIvfL9T5AvQCQhXA
vietnamese,Vietnamese,Ww6EF_hHV3PbpSznu_l29A
brasseries,Brasseries,LJ2uNOaRKTqSdhUJ9icqQA
parks,Parks,AEDz6Pr6ZyG6cYhMH6jZDw
french,French,mbY3jqvEjAnL7YVhq4ahVw
japanese,Japanese,lDieyMQVf1FNnyU1J6bwoA
french,French,6mH5KUUNKp4Fo7lL4Gctyg
gourmet,Specialty Food,6mH5KUUNKp4Fo7lL4Gctyg
japanese,Japanese,RCo4I9nHLlEdgokpvSOQfw
parks,Parks,TTnLoeIYu708Oo0UVijrFA
brazilian,Brazilian,ezUIVnrT3wSnGFCRoy82Ew
bars,Bars,ezUIVnrT3wSnGFCRoy82Ew
tapas,Tapas Bars,a9R0CjLQmmsXqVALhgdGYg
wine_bars,Wine Bars,a9R0CjLQmmsXqVALhgdGYg
delicatessen,Delicatessen,a9R0CjLQmmsXqVALhgdGYg
pizza,Pizza,UATGH4PEKIIWK9aUFI2mRg
french,French,6b7pQZf1XEkAKKybdpnsAQ
french,French,CQ2XFmtiqDDcILfYrnFbFA
pizza,Pizza,sCNxpbc8VgNkOrz3W1SR6g
italian,Italian,sCNxpbc8VgNkOrz3W1SR6g
french,French,ws4hcEEWoIRAvjphNX0T5g
beer_and_wine,"Beer, Wine & Spirits",038bfbFzigqwaogOZnUXpw
french,French,038bfbFzigqwaogOZnUXpw
french,French,lxMaDs0myifY70JDVzkU8A
gardens,Botanical Gardens,-A6JxXK7PZeKBQBP9sf-hQ
museums,Museums,-A6JxXK7PZeKBQBP9sf-hQ
parks,Parks,-A6JxXK7PZeKBQBP9sf-hQ
restaurants,Restaurants,zDsMJuTU164Iym8MkYcQ4A
restaurants,Restaurants,slVSQoTHiQ50JC1miGVZww
japanese,Japanese,JH6u-RCEUSdU7nY0n-OpWw
burgers,Burgers,JH6u-RCEUSdU7nY0n-OpWw
panasian,Pan Asian,JH6u-RCEUSdU7nY0n-OpWw
latin,Latin American,8IuYchlBlwpwiKcfec86Zg
peruvian,Peruvian,8IuYchlBlwpwiKcfec86Zg
donairs,Donairs,sjNVj6_-rEZUM4X0u4lORA
turkish,Turkish,sjNVj6_-rEZUM4X0u4lORA
sandwiches,Sandwiches,sjNVj6_-rEZUM4X0u4lORA
french,French,W7HlQtKj_kp2SHyqxuYDPg
bars,Bars,W7HlQtKj_kp2SHyqxuYDPg
japanese,Japanese,0jMks4praEDC2ES_UfZq0A
sushi,Sushi Bars,0jMks4praEDC2ES_UfZq0A
bakeries,Bakeries,IXNMwTIPNM25EtPAWq7zhQ
cakeshop,Patisserie/Cake Shop,IXNMwTIPNM25EtPAWq7zhQ
beerbar,Beer Bar,kB4PbNnoAvtdgTJ8ofTriQ
museums,Museums,SfeBa1C_dfdBNcn6DYCOOw
indpak,Indian,r0CLZWVRSFnvoeQ5m02lNA
bakeries,Bakeries,IYQ67uTSfYod9AWyJYalaw
vietnamese,Vietnamese,Khrhk-1WCz-Hm49Tzf8DRQ
moroccan,Moroccan,WfiyBqyhbx0TncJPQ2fGMA
halal,Halal,mkQAUzML0iwGo0Rqb2J-5Q
kebab,Kebab,mkQAUzML0iwGo0Rqb2J-5Q
italian,Italian,ooofj6nC2GnTXUNfvFSRng
pizza,Pizza,ooofj6nC2GnTXUNfvFSRng
moroccan,Moroccan,kHF71poyiYiTCDeW7bbCfQ
mediterranean,Mediterranean,kHF71poyiYiTCDeW7bbCfQ
african,African,kHF71poyiYiTCDeW7bbCfQ
wine_bars,Wine Bars,mywDIwqDHPtQFSmcqJRDkg
champagne_bars,Champagne Bars,mywDIwqDHPtQFSmcqJRDkg
beerbar,Beer Bar,mywDIwqDHPtQFSmcqJRDkg
landmarks,Landmarks & Historical Buildings,K8IMCafzgJv9dMrtw7vzSg
parks,Parks,K8IMCafzgJv9dMrtw7vzSg
hotdog,Hot Dogs,tkqlzQfs2jS4rNQfHmcaGA
foodtrucks,Food Trucks,tkqlzQfs2jS4rNQfHmcaGA
hotdogs,Fast Food,tkqlzQfs2jS4rNQfHmcaGA
creperies,Creperies,tPxAVjISE8D92Y33AHgSEQ
french,French,58F0cZMvOKPXtfhs2CW0dA
cocktailbars,Cocktail Bars,THwd-G0VNS0ljXF0tOUmcw
burgers,Burgers,THwd-G0VNS0ljXF0tOUmcw
french,French,THwd-G0VNS0ljXF0tOUmcw
italian,Italian,RcaTOZd3NdmI1NPMa8E9oQ
french,French,SPXompl2Mr_Fk02Z3rdEIw
breakfast_brunch,Breakfast & Brunch,SPXompl2Mr_Fk02Z3rdEIw
parks,Parks,OSaGev9gC4Hrj6kBjhSj3A
french,French,BuJnfWI86tTxFUon071EKg
beerbar,Beer Bar,dh4sHu0knIDnsWCFl1oB2Q
cafes,Cafes,JWo-u2OBnEJEz0CFAZ9IdA
delicatessen,Delicatessen,JWo-u2OBnEJEz0CFAZ9IdA
bakeries,Bakeries,emAz71y-NLkcBTYk23KUBg
bakeries,Bakeries,Rk5X3MusWoANrhd2o6VhFQ
pizza,Pizza,thXvzZMxyAZ8pjC0uU_2iw
italian,Italian,thXvzZMxyAZ8pjC0uU_2iw
french,French,7mOKARUxAqiJRLBVBpLHDg
parks,Parks,rBJk2BKuxxjmA2SllKlk1A
restaurants,Restaurants,OXwTJ0Y9e7pmYZQEhhHlYA
restaurants,Restaurants,wJaoYMqYnHHnY0g4higXpg
bars,Bars,wJaoYMqYnHHnY0g4higXpg
japanese,Japanese,hAJbhr6RgfBjJIdIkf4Fdw
parks,Parks,wlcdbqZ_T3V9744tFGoGQw
japanese,Japanese,th9nngbceUAR-ZWAvj5cGg
sushi,Sushi Bars,th9nngbceUAR-ZWAvj5cGg
bistros,Bistros,tp9Ag_OmBmgDz_pQ2jCdHQ
cafes,Cafes,tp9Ag_OmBmgDz_pQ2jCdHQ
desserts,Desserts,gCQ0Nfcx4qMktjHOuzx9vA
bakeries,Bakeries,gCQ0Nfcx4qMktjHOuzx9vA
sandwiches,Sandwiches,gCQ0Nfcx4qMktjHOuzx9vA
french,French,5PgWxjrp9SXUpdRL8Rp5GA
restaurants,Restaurants,48EpF_Bu0EbyHfrEq0vt9Q
french,French,6EkcAYeTdjwPaRWEYKrrqw
italian,Italian,bgSZXrRY2lacML7vOtDGbQ
pizza,Pizza,bgSZXrRY2lacML7vOtDGbQ
french,French,pe3z8BK513e5vYryblQj1A
restaurants,Restaurants,pzDwgs6_DkH_c3L0fqPG3g
japanese,Japanese,ykcQdDZlmXD2KP_hJdsocQ
lounges,Lounges,tR6u-AFTMt1eark-oQdX8A
french,French,tR6u-AFTMt1eark-oQdX8A
bars,Bars,TwrMmC0zNingGLsOHrZSrQ
italian,Italian,TwrMmC0zNingGLsOHrZSrQ
danceclubs,Dance Clubs,Y04HnbUUomFf0xBgL_CqUg
french,French,Y04HnbUUomFf0xBgL_CqUg
french,French,83urH8LEVqpchRJ70WiA8g
japanese,Japanese,02NKfAZFUknkF3LVyjnf6A
french,French,FZRiGsg9wtN5vwX7fjVfbg
vietnamese,Vietnamese,FZRiGsg9wtN5vwX7fjVfbg
creperies,Creperies,JxjqDDJ5N45irzLzcR4onQ
bistros,Bistros,OjJroSzpjwPXOe3MMZzFWg
mideastern,Middle Eastern,7FaBNTyfqIKUn-YJYc_YbQ
pizza,Pizza,C-8tAGTvdAdPE136QohE3w
italian,Italian,C-8tAGTvdAdPE136QohE3w
italian,Italian,7hhKRXcRbYKZhpMXuUMtBg
coffee,Coffee & Tea,q04i5-4c7rmEOiwDjYgjtg
french,French,GLAx7XKmlNCIvBeSrpDTfA
bakeries,Bakeries,RgDXkphYsvJdCWkuEVfRiw
creperies,Creperies,qOUyZtnAH1nWvIy0JtUUDA
cafes,Cafes,fjHwanCdDvp5iPMwO7o_DA
burgers,Burgers,CJ4OEbcv9GNRxp6-xjAEZA
pizza,Pizza,CJ4OEbcv9GNRxp6-xjAEZA
french,French,CJ4OEbcv9GNRxp6-xjAEZA
musicvenues,Music Venues,MQCIWOTdeWyDxRgLBc99OA
theater,Performing Arts,MQCIWOTdeWyDxRgLBc99OA
museums,Museums,MQCIWOTdeWyDxRgLBc99OA
french,French,_ZTNYu1jg4nJkD2GQS3N9g
bistros,Bistros,_ZTNYu1jg4nJkD2GQS3N9g
japanese,Japanese,CiVuxmFNVAAI64-4JyYZ1w
coffee,Coffee & Tea,18RM_fQo8QVJX9r-fQn0MQ
vietnamese,Vietnamese,Ct77aBDwU0PwJyOhjPTKXQ
bakeries,Bakeries,J1pAzTNXSUW4GekJxsVHJA
bistros,Bistros,hHLVTNSlGpDn4S7WSZC_3A
french,French,sjesDaZ05LPAcRyqh6fG7g
french,French,vKDDjyLUVG8h0NpjO9U3yw
seafood,Seafood,vKDDjyLUVG8h0NpjO9U3yw
japanese,Japanese,02nRqrSoTTtl7mqANc0hAA
japanese,Japanese,eRW2w3JQpXiaDGpPdX91yA
sushi,Sushi Bars,eRW2w3JQpXiaDGpPdX91yA
french,French,1NBOJW2u26RX0kNd_jvsqw
french,French,pp7kjFN_qu-fFZFtAVZdQw
modern_european,Modern European,pp7kjFN_qu-fFZFtAVZdQw
italian,Italian,hhVItBbmrQzON98XF84jTA
pizza,Pizza,hhVItBbmrQzON98XF84jTA
french,French,MfMRYtUHb5zx6NkkbuP4RA
italian,Italian,uaF5N63oPMmXNZ8lbzp6bA
mideastern,Middle Eastern,3rv9aPZrEDyEtd_AygOTpw
kosher,Kosher,3rv9aPZrEDyEtd_AygOTpw
bakeries,Bakeries,SN2Bhtb6jfO7eqezTrpbiA
hotdogs,Fast Food,zQrFfkefJtfaMF2DxGNk7w
burgers,Burgers,zQrFfkefJtfaMF2DxGNk7w
restaurants,Restaurants,Xsdewr4b6bdIO1fcf4HEgQ
japanese,Japanese,Fbbbe-2x8r7GxF0iqcwU8g
landmarks,Landmarks & Historical Buildings,Wc77qBjWrSRjOvgDXRntkw
bakeries,Bakeries,dSkZw4FQKYuGGtktJqwEqg
pizza,Pizza,J-SYo_UxvGgnQ7HgHkWJlA
bakeries,Bakeries,HJjqNRFV_QtflzBuNsyQaQ
restaurants,Restaurants,CWIvSKwBuYb35b_Zey7HYg
coffee,Coffee & Tea,EvvhpRZkyTDX_teQiyr82A
hotdogs,Fast Food,EvvhpRZkyTDX_teQiyr82A
restaurants,Restaurants,MXAUQO5dsOCAOLY0wnd9Sw
italian,Italian,U_2-YA1Iz0q2LYi_FaCeQQ
pizza,Pizza,U_2-YA1Iz0q2LYi_FaCeQQ
pizza,Pizza,GQXRI6p7vAHlzCL8Rp3e3g
pizza,Pizza,Q5mm28RDFhc54wCszcxgEA
japanese,Japanese,j5-Hzbuj3YXLEQvbcC2vQw
pizza,Pizza,2ZRuzIWU2h_xh6cxlcxvSg
italian,Italian,2ZRuzIWU2h_xh6cxlcxvSg
chinese,Chinese,zlzCqAiBfLTwa8qjYSj7Kg
restaurants,Restaurants,A90QEk04DG3u4ti-xkTumg
japanese,Japanese,6q5i1vYxRYBRNI3eZ_NfBg
hotdogs,Fast Food,uy65NLF2ikTZAnUEHIgjtw
butcher,Butcher,uy65NLF2ikTZAnUEHIgjtw
steak,Steakhouses,uy65NLF2ikTZAnUEHIgjtw
hotdogs,Fast Food,79sE-l7jRFXvgASvin_M7Q
hotdogs,Fast Food,H2rXp7TrKu9x_SvTtDR2zw
peruvian,Peruvian,H2rXp7TrKu9x_SvTtDR2zw
foodtrucks,Food Trucks,H2rXp7TrKu9x_SvTtDR2zw
wine_bars,Wine Bars,6UJVVNbO0b9Zy5WNqhNM2g
beer_and_wine,"Beer, Wine & Spirits",6UJVVNbO0b9Zy5WNqhNM2g
tapasmallplates,Tapas/Small Plates,6UJVVNbO0b9Zy5WNqhNM2g
bakeries,Bakeries,tOfHAJhrDEPIQa2wkqEDUA
beaches,Beaches,tbw4Kqy3DhfAT1JKzAohhg
burgers,Burgers,adv_Qdwj69IT_eNJ6_sJVw
culturalcenter,Cultural Center,KV_bWS_dgnmDABp4jAX3FA
landmarks,Landmarks & Historical Buildings,KV_bWS_dgnmDABp4jAX3FA
sandwiches,Sandwiches,5DEBuVXa-93MFZuEvZEsKQ
salad,Salad,5DEBuVXa-93MFZuEvZEsKQ
cafes,Cafes,5DEBuVXa-93MFZuEvZEsKQ
indpak,Indian,Fe5dIGcQ1Gb8AatGJbiu-A
french,French,NNEQV-4sqCMiv2xnUDMp4A
lounges,Lounges,NNEQV-4sqCMiv2xnUDMp4A
pianobars,Piano Bars,NNEQV-4sqCMiv2xnUDMp4A
restaurants,Restaurants,ubnLBcBEhrC9SaT0n4FU0g
restaurants,Restaurants,MM0q7R65jYmMH_Y8Cymqmw
restaurants,Restaurants,_jvm4XHdjZ4Adhlb1ISRsg
salad,Salad,mJdKegTcdikOgK-vFoLOLA
cafes,Cafes,QZ29kTDWqBsY4rc_JvqhIQ
japanese,Japanese,FPIVaR2F1NCwJFJ3G5HYkg
sushi,Sushi Bars,FPIVaR2F1NCwJFJ3G5HYkg
hotels,Hotels,OM4q6M_2BsPN8ybuI12WXQ
french,French,OM4q6M_2BsPN8ybuI12WXQ
vietnamese,Vietnamese,dQvWASBiQkYA2fvq5P3cjQ
hotdogs,Fast Food,aI7X1Vj4oryK_O5ClmB41A
creperies,Creperies,aI7X1Vj4oryK_O5ClmB41A
pizza,Pizza,s8DP260k4bqczA1eTjft-g
italian,Italian,s8DP260k4bqczA1eTjft-g
parks,Parks,lZxFu6_8O5FkqlIBeTQjgA
pizza,Pizza,HJeNPcTBlXVonX6apNCP9w
japanese,Japanese,NUB99-IOIQh6XR9dtB5fqg
fooddeliveryservices,Food Delivery Services,GkKsBP3DRzAwhmTC5zh_iA
italian,Italian,GkKsBP3DRzAwhmTC5zh_iA
vietnamese,Vietnamese,howQeAEmxa8luLTh_nDeag
bakeries,Bakeries,Sns0G3YlhBEWE88s1WHhHg
bakeries,Bakeries,8KWdhiqPKl0cJnTJ5MloEw
beer_and_wine,"Beer, Wine & Spirits",xlAPGo8_O-gC35_X1I93rw
delicatessen,Delicatessen,xlAPGo8_O-gC35_X1I93rw
tapasmallplates,Tapas/Small Plates,xlAPGo8_O-gC35_X1I93rw
pubs,Pubs,DETKMqXHoP9BjENRjre1Wg
brasseries,Brasseries,DETKMqXHoP9BjENRjre1Wg
restaurants,Restaurants,3JTj1wr-FeDPFsGzL2Ja0g
bistros,Bistros,KMuAClWxNH1mvN-x0-5YEQ
french,French,rMTfSx3NadZw8gakTLXQgg
french,French,-1oOcUrZiYDMdXAt_JzkKw
chinese,Chinese,nncZVU4Ik48rlW1mUG7VxQ
panasian,Pan Asian,nncZVU4Ik48rlW1mUG7VxQ
pizza,Pizza,5YZdJyH8GGajbsuQZYFh6Q
italian,Italian,5YZdJyH8GGajbsuQZYFh6Q
gourmet,Specialty Food,5YZdJyH8GGajbsuQZYFh6Q
italian,Italian,dqxocDTyyQVpnpuYZMhv-g
creperies,Creperies,gZciFQ5YSB01cRTEostDHw
vietnamese,Vietnamese,oIG1VbXp-mpz1ZLrWnsLpQ
thai,Thai,oIG1VbXp-mpz1ZLrWnsLpQ
bars,Bars,T8jIEafO1NzE3KByjN0TkA
musicvenues,Music Venues,T8jIEafO1NzE3KByjN0TkA
restaurants,Restaurants,T8jIEafO1NzE3KByjN0TkA
bakeries,Bakeries,vcVXkPMOv949uAfjygcFqA
bistros,Bistros,424z1agmQDXOQqcYdxuArg
mauritius,Mauritius,424z1agmQDXOQqcYdxuArg
asianfusion,Asian Fusion,fBlzVuk8rokgMKTd3K8_3Q
landmarks,Landmarks & Historical Buildings,qlPpOVUaH_J26SUvHotgHQ
french,French,9gZoKfhOIsAxiPLphoPEeg
italian,Italian,2PIj2aZcSgjRVD-y6CigqA
italian,Italian,3irx6jqYH859VksJ7SVpbg
museums,Museums,D-oCRvsAOb4H1rgZyYMseQ
creperies,Creperies,0a0TlqGTMQtb_AsvXyDqmw
coffee,Coffee & Tea,uZm7gIlhJEmDOfCyKQ0npg
coffeeroasteries,Coffee Roasteries,uZm7gIlhJEmDOfCyKQ0npg
italian,Italian,cOmOHeDP2YrRw227OSoRYQ
gluten_free,Gluten-Free,cOmOHeDP2YrRw227OSoRYQ
french,French,lYTQNVXVVGYKrxViUGl68g
french,French,cnb32GbaHRczxiWQGISICQ
brasseries,Brasseries,7ffr3tb0rfDp1FD-muHTYw
panasian,Pan Asian,FEKXKFf8-fMa4OMir3QE4Q
pizza,Pizza,lmOsSKuQ4qRDnTzwaR0EzQ
italian,Italian,lmOsSKuQ4qRDnTzwaR0EzQ
restaurants,Restaurants,_XsiXKf2cuoXfEHaNJRE_g
parks,Parks,flzdHr5ymU_8Bu5dI7LAag
hotdogs,Fast Food,ROpWk6X4MT8rmD2tqOAJPw
turkish,Turkish,ROpWk6X4MT8rmD2tqOAJPw
kebab,Kebab,ROpWk6X4MT8rmD2tqOAJPw
bakeries,Bakeries,-8KkNcqBQEJBASH1gxiXNQ
sushi,Sushi Bars,FmGVMtHTdSGsqtZWj91BCQ
french,French,QB0q3ZHOaVkdd-pnDbe3-A
french,French,rt37GFp8wAH0MfMg4TCzMw
wine_bars,Wine Bars,DCiVRfoAoPEgjnfnUdkpUA
foodtrucks,Food Trucks,deoTmXkqGcp9EdlFyYoiqw
tradamerican,American (Traditional),deoTmXkqGcp9EdlFyYoiqw
restaurants,Restaurants,n-DsFr8EDOTXk44J6WHpDg
french,French,XNZDGQJbh8s1ccMhB6ZrkA
restaurants,Restaurants,7AxRkVzOyhhRnT-QQr97Nw
greek,Greek,ccbRN0UNeReSC-0QudPLAw
italian,Italian,3Xbafw311rcNsIZqXBYyiQ
pizza,Pizza,__4tBxOtfilspR-MisnWjA
japanese,Japanese,lK8X-aT0oCkPy2uP_mzwJw
bars,Bars,3kI_XF1EpXllYhL4oFf9QA
french,French,JwSbi2LStIqTy2XRPFoUiw
seafood,Seafood,6zl1KhwNASWWfxDGckkL_g
french,French,6zl1KhwNASWWfxDGckkL_g
japanese,Japanese,AXbv9qZwemX86ivAC2mbZA
bakeries,Bakeries,Az94aCC9Btht5Gi7U4ScsQ
italian,Italian,OJZzm2urqunuhmtZhYU04g
pizza,Pizza,OJZzm2urqunuhmtZhYU04g
bakeries,Bakeries,MGCMlrW-TKzsTF73r0mXIw
french,French,VObdi-75CUkcFSdYtPgDgw
sud_ouest,French Southwest,VObdi-75CUkcFSdYtPgDgw
armenian,Armenian,yWQfMsHKJCHLcrotppbtzw
italian,Italian,w2_F6PNXZ59Vf3QQKb04UA
pizza,Pizza,w2_F6PNXZ59Vf3QQKb04UA
oriental,Oriental,QD1G2khlsWdILb5v9dLKSA
salad,Salad,QD1G2khlsWdILb5v9dLKSA
international,International,QD1G2khlsWdILb5v9dLKSA
himalayan,Himalayan/Nepalese,IM4cMNWCPmR4Lsqiy9HNIw
thai,Thai,JQYkPzw8LxEYlOFoeWglaw
cafes,Cafes,MJeKfzKO4_qU4jtfwiL_0Q
cocktailbars,Cocktail Bars,e5nXFleu4p9bgLqh63TazA
bars,Bars,rXDuoodOaitxkVn20msbzA
bakeries,Bakeries,sN7IXZIdImlCmAVpiw-6dQ
french,French,McOL7V9_HF5DxkK9ozed7Q
mideastern,Middle Eastern,SACazSvi1Kq0nhj_rpL5SQ
moroccan,Moroccan,SACazSvi1Kq0nhj_rpL5SQ
chinese,Chinese,cZ5nc33vniIUAo8bZJVcfQ
bakeries,Bakeries,stGT8avkDnkErSLlHYeLSA
hotdogs,Fast Food,8DEKkmQ_-sHHlyiWLJkRkA
pizza,Pizza,kjB2c955dOaNpQGf_LA6iQ
italian,Italian,kjB2c955dOaNpQGf_LA6iQ
bakeries,Bakeries,e-rSyUGslWRGDTbEsjzMaA
cakeshop,Patisserie/Cake Shop,e-rSyUGslWRGDTbEsjzMaA
french,French,jpZjNmPH03dJIrQittJ23A
japanese,Japanese,4-BjzrA4cLw8m59mTmF9Gw
sushi,Sushi Bars,4-BjzrA4cLw8m59mTmF9Gw
bakeries,Bakeries,G3dusr4C7dHFfhu9YHA7xA
bakeries,Bakeries,p4Zg5o8Uqw-FJdBqmAvd0w
bakeries,Bakeries,V9AS7DeR_qiv5EG_y-BK3Q
chinese,Chinese,g8BacTavQBDz_943woUfBQ
panasian,Pan Asian,g8BacTavQBDz_943woUfBQ
bakeries,Bakeries,KMDYZnmHVj7_BVUlVLtWdg
creperies,Creperies,pI9jLmkthL8zRHrWuJkfEQ
french,French,xPYZfaxNmxcD--8tOlqt-w
bistros,Bistros,xPYZfaxNmxcD--8tOlqt-w
japanese,Japanese,yRFa16FfaMe9wbpjASqoPA
vietnamese,Vietnamese,MThcSF-3ESGSvtSel4931A
parks,Parks,XRWof-I6Xg2r97AvtYWdVA
tradamerican,American (Traditional),alz7ZgpBRCz_6tKcpZ7M5A
breakfast_brunch,Breakfast & Brunch,alz7ZgpBRCz_6tKcpZ7M5A
burgers,Burgers,alz7ZgpBRCz_6tKcpZ7M5A
italian,Italian,QWmIzSx6E9vzkc9S-6JFeg
lebanese,Lebanese,j0qQv9R_wxs-2tVdnTZg0w
french,French,RadAmoJoDzl4iffnO44dXw
french,French,3Q9OeehlclmPtKm8qQKJ8w
breakfast_brunch,Breakfast & Brunch,3Q9OeehlclmPtKm8qQKJ8w
italian,Italian,juuXMcg2jwR0UFbfQpeG2w
pizza,Pizza,juuXMcg2jwR0UFbfQpeG2w
bars,Bars,ne52uA4r_6Y4b0vOT_yZNQ
wine_bars,Wine Bars,y2AVuQzpM_CKTHkk9S8aIg
bakeries,Bakeries,iuuAbuOeayVwqhxYWHuGRA
bistros,Bistros,jX1FQpzxLqNDe5xBgLF_-A
italian,Italian,ReXvZkWQzhkJUupi-rtq4Q
french,French,MUCIZ8uJfiyKi_2KbVZSUg
modern_european,Modern European,MUCIZ8uJfiyKi_2KbVZSUg
bakeries,Bakeries,8wGpkjU8drbZLIbpICh8OQ
indpak,Indian,sElWVYcEDMHzkP51hUcvmA
indpak,Indian,eaA8C4paLOX9jC9brxrY5g
thai,Thai,qw-F0JN3tpsqfxGTWL4O9w
french,French,48Tq8Nz9zcFBxIHqNWK9Xw
breakfast_brunch,Breakfast & Brunch,48Tq8Nz9zcFBxIHqNWK9Xw
soup,Soup,48Tq8Nz9zcFBxIHqNWK9Xw
greek,Greek,g12Ru5yV5DPQ-SZJCb6lAA
cafes,Cafes,g12Ru5yV5DPQ-SZJCb6lAA
thai,Thai,D2iXH8rWxDAfjUU7Pw-dxg
panasian,Pan Asian,D2iXH8rWxDAfjUU7Pw-dxg
hotdogs,Fast Food,odftIKspRj54UJi_3CNvng
sandwiches,Sandwiches,odftIKspRj54UJi_3CNvng
thai,Thai,M44PW4dBJ5l1IcvKdq1Fwg
pizza,Pizza,E5lGr7_Z_GJo5rU2qVgYMA
italian,Italian,E5lGr7_Z_GJo5rU2qVgYMA
gastropubs,Gastropubs,Ij4m8UMalmLH_yQtTqvPNQ
pubs,Pubs,Ij4m8UMalmLH_yQtTqvPNQ
burgers,Burgers,Ij4m8UMalmLH_yQtTqvPNQ
italian,Italian,hu_cDlVuB5RrG1HZP9lXcA
desserts,Desserts,ttyuc43C7IBnp-Q-nZb0hA
cakeshop,Patisserie/Cake Shop,ttyuc43C7IBnp-Q-nZb0hA
breakfast_brunch,Breakfast & Brunch,ttyuc43C7IBnp-Q-nZb0hA
french,French,eQjLpCshP3WeQowLA4mISw
french,French,KWEQ1yyXS82l2dAmTpPI7w
bakeries,Bakeries,oYmLzgKDv032rsyrzTO7-A
french,French,Hmz0oNPT3954ohR0UnAqIw
french,French,DCxlpw3NwvgUx2iqPRwbHg
bistros,Bistros,J1uJVDBqr9SbXz0RnUG-tQ
french,French,J1uJVDBqr9SbXz0RnUG-tQ
bistros,Bistros,PI6edk8v1mpFWpCS56e-0g
indpak,Indian,AUO2yxurmnxvPf-2FFT7tQ
himalayan,Himalayan/Nepalese,AUO2yxurmnxvPf-2FFT7tQ
chinese,Chinese,4050Km_2ftM55e7XiELnNA
burgers,Burgers,QcpxI7Am6g6mc0D20w0Gng
french,French,QcpxI7Am6g6mc0D20w0Gng
bakeries,Bakeries,bGc4IyTLEstW5uwzzv-NjA
cakeshop,Patisserie/Cake Shop,bGc4IyTLEstW5uwzzv-NjA
french,French,CapD-bekbE05gDMSe29UJA
chinese,Chinese,CapD-bekbE05gDMSe29UJA
vegan,Vegan,GrbhxOQ7ABn2WZ51o9sRjA
gluten_free,Gluten-Free,GrbhxOQ7ABn2WZ51o9sRjA
raw_food,Live/Raw Food,GrbhxOQ7ABn2WZ51o9sRjA
creperies,Creperies,xZ_BbtU_Nbc6ZrTvk6aOdA
italian,Italian,rpfp3ZcOjWkkfvVrM2li_Q
pizza,Pizza,rpfp3ZcOjWkkfvVrM2li_Q
french,French,rpfp3ZcOjWkkfvVrM2li_Q
french,French,tM2GensNFi0OjEDhrbA4TQ
bistros,Bistros,ZPBirB62EiLzINctktCcFg
french,French,FgxmJLQlXvHpDrgTLgJjGA
wine_bars,Wine Bars,FgxmJLQlXvHpDrgTLgJjGA
italian,Italian,5V07bcBJlLCCIRwoUbKMOg
french,French,jCcSFT44X8mlGJxnryWPMg
lebanese,Lebanese,rBl7wSAWHfkRgVd2uC_fqA
brasseries,Brasseries,OhnNOvudKQPl2-4YSacwjw
tabac,Tabac,OhnNOvudKQPl2-4YSacwjw
thai,Thai,kU8T-QW436orqbIDhHPpPA
laotian,Laotian,1GCbHcHNA9HrPGmbv7EOmQ
desserts,Desserts,K_EeB-baJvIlfmIK8YkN1Q
french,French,N5KI41tz3mAoDAfm9x2hGA
pizza,Pizza,N5KI41tz3mAoDAfm9x2hGA
korean,Korean,dl4zI8jeN_6jYKxq0K49vA
chinese,Chinese,IO2DfERYs6NAaddsAAkwAw
creperies,Creperies,tOYzt4uMReSXhvJDl6q9ag
korean,Korean,hmOY5sgFzTDJA5zoOU-kcQ
italian,Italian,O9iGgBk7Q-ALc8v1mNtYww
bistros,Bistros,5Hg3EklzGxNudgDswy3wKQ
kebab,Kebab,FQMuAo-MsSQOSMCzAkjthg
turkish,Turkish,FQMuAo-MsSQOSMCzAkjthg
bars,Bars,P4gUm0mmp76H2UhiQ-AY2w
popuprestaurants,Pop-Up Restaurants,P4gUm0mmp76H2UhiQ-AY2w
bistros,Bistros,KqWLvsRLqD552ZEJI3rCnQ
french,French,7gu2CYkX__LJEETm3fJNvA
tapasmallplates,Tapas/Small Plates,7gu2CYkX__LJEETm3fJNvA
bars,Bars,7gu2CYkX__LJEETm3fJNvA
cocktailbars,Cocktail Bars,VXn49_1SRV1mHpH898fKVQ
